Site Name,Date (D/M/Y),Crew,BAF,Mapsheet,Latitude,Longitude,Target Species,Stock Type,Planting Date (MM/YYYY),Seedlot(s),Origin Location,Origin Latitude,Origin Longitude,Origin Elevation (m),BGC Unit,Comments,Slope (%),Azimuth,Elevation (m),Tree Number,Site Tree,Spp,Total Height (m),DBH(cm),Crown Class,Site Series,BH age,Stem Infec'n,Scar,Fork/Crook,Frost Crack, D or B Top,Sweep,FHF1,FHF2,Other,Dom/ Co-dom,Inter/Supp,Photo Number,Tree Density,Comments,Site,FHF,Competition,Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fdi-27(2),06-10-2010,LDM,n/a,9.30E+87,53.83347,-126.92971,Fdi,2+0 BR,1980,See Table below,,,,,SBSmc2,,20-35,170,1013,7,5,Fdi,11.2,17.5,C,6,19,,,,,,,,,,65,35,"L1120-00,1120-01, 1121","600-1800 stems/ha. Avg = 1100, Pl6Fd3Sx1",,Site not an important adverse factor.,"Crooks, forks, broken tops common. Not frost prone though.",Not a critical factor,Dispersed tree plot. Survival likely poor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fdi-27(2),06-10-2010,LDM,n/a,9.30E+87,53.83347,-126.92971,Fdi,2+0 BR,1980,See Table below,,,,,SBSmc2,,20-35,170,1013,8,5,Fdi,8.2,10.3,I,6,17,,,,,,X,,,,65,35,"L1120-00,1120-01, 1121","600-1800 stems/ha. Avg = 1100, Pl6Fd3Sx1",,Site not an important adverse factor.,"Crooks, forks, broken tops common. Not frost prone though.",Not a critical factor,Dispersed tree plot. Survival likely poor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fdi-30b,18-08-2010,LDM/KSM,4,93F062,53.60459,-125.5525,Fdi,2+0 BR,1980,See Table below,,,,,SBSdk,trans to SBSmc2,25-35,245,1030,1,7,Fdi,7.2,11.9,C,1,27,,,X,,X,,,,,60,40,L101-9063 to 9066,"n/a, ensure tree 6 and 7 are not included",no suitable site trees within the plot,Medium site (01 poor). Warm aspect. Areas upslope with stonier dryer soils.,Lot of top kill and forks (>50%) due to frost.,Location of individual seedlot unknown.,Adjacent to Carolyn's plot (5 m).  Fd upslope generally smaller.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fdi-30b,18-08-2010,LDM/KSM,4,93F062,53.60459,-125.5525,Fdi,2+0 BR,1980,See Table below,,,,,SBSdk,trans to SBSmc2,25-35,245,1030,2,7,Fdi,10.6,20.2,C,1,24,,,X,,X,,,,,60,40,L101-9063 to 9066,"n/a, ensure tree 6 and 7 are not included",no suitable site trees within the plot,Medium site (01 poor). Warm aspect. Areas upslope with stonier dryer soils.,Lot of top kill and forks (>50%) due to frost.,Location of individual seedlot unknown.,Adjacent to Carolyn's plot (5 m).  Fd upslope generally smaller.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fdi-30b,18-08-2010,LDM/KSM,4,93F062,53.60459,-125.5525,Fdi,2+0 BR,1980,See Table below,,,,,SBSdk,trans to SBSmc2,25-35,245,1030,3,7,Fdi,5.6,14,C,1,20,,,X,,X,,,,,60,40,L101-9063 to 9066,"n/a, ensure tree 6 and 7 are not included",no suitable site trees within the plot,Medium site (01 poor). Warm aspect. Areas upslope with stonier dryer soils.,Lot of top kill and forks (>50%) due to frost.,Location of individual seedlot unknown.,Adjacent to Carolyn's plot (5 m).  Fd upslope generally smaller.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fdi-30b,18-08-2010,LDM/KSM,4,93F062,53.60459,-125.5525,Fdi,2+0 BR,1980,See Table below,,,,,SBSdk,trans to SBSmc2,25-35,245,1030,4,7,Fdi,9.9,16.4,C,1,19,,,,,X,,,,,60,40,L101-9063 to 9066,"n/a, ensure tree 6 and 7 are not included",no suitable site trees within the plot,Medium site (01 poor). Warm aspect. Areas upslope with stonier dryer soils.,Lot of top kill and forks (>50%) due to frost.,Location of individual seedlot unknown.,Adjacent to Carolyn's plot (5 m).  Fd upslope generally smaller.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fdi-30b,18-08-2010,LDM/KSM,4,93F062,53.60459,-125.5525,Fdi,2+0 BR,1980,See Table below,,,,,SBSdk,trans to SBSmc2,25-35,245,1030,5,7,Fdi,9.2,17.6,C,1,21,,,,,X,,,,,60,40,L101-9063 to 9066,"n/a, ensure tree 6 and 7 are not included",no suitable site trees within the plot,Medium site (01 poor). Warm aspect. Areas upslope with stonier dryer soils.,Lot of top kill and forks (>50%) due to frost.,Location of individual seedlot unknown.,Adjacent to Carolyn's plot (5 m).  Fd upslope generally smaller.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fdi-30b,18-08-2010,LDM/KSM,4,93F062,53.60459,-125.5525,Fdi,2+0 BR,1980,See Table below,,,,,SBSdk,trans to SBSmc2,25-35,245,1030,6,7,Fdi,2.3,2.5,S,1,10,,,X,,X,,,, tree 6 is outside the prism plot and does not contribute to density,60,40,L101-9063 to 9066,"n/a, ensure tree 6 and 7 are not included",no suitable site trees within the plot,Medium site (01 poor). Warm aspect. Areas upslope with stonier dryer soils.,Lot of top kill and forks (>50%) due to frost.,Location of individual seedlot unknown.,Adjacent to Carolyn's plot (5 m).  Fd upslope generally smaller.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fdi-30b,18-08-2010,LDM/KSM,4,93F062,53.60459,-125.5525,Fdi,2+0 BR,1980,See Table below,,,,,SBSdk,trans to SBSmc2,25-35,245,1030,7,7,Fdi,10.7,14.2,C,1,21,,,,,,,,, tree 7 is outside the prism plot and does not contribute to density,60,40,L101-9063 to 9066,"n/a, ensure tree 6 and 7 are not included",no suitable site trees within the plot,Medium site (01 poor). Warm aspect. Areas upslope with stonier dryer soils.,Lot of top kill and forks (>50%) due to frost.,Location of individual seedlot unknown.,Adjacent to Carolyn's plot (5 m).  Fd upslope generally smaller.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fdi-31a,07-09-2010,LDM,n/a,93F062,53.61797,-125.69922,Fdi,2+0 BR,1980,114,Knouff Lake,50.9833,-120.1167,1219,SBSdk,Dispersed tree plot,4,164,1031,1,1 but tree has a previous fork,Fdi,12,18.2,C,1,19,,,,,,,,,bear claw marks,60,40,L9216 to 9228 (27 and 28 = top kill),"tree 1 to 4 in open area (400 stems/ha), trees 5 to 7 = 1200 stems/ha overstory Pl and Fd with 400 1 to 3m tall Sx and Pl in the understory.",,Not a significant factor.,Frost caused mortality and top damage common.  Lot of bear claw marks on Fd but not Pl.,Overtopping Pl caused Fd suppression in some areas of the stand.,"Stand spaced.  In areas where density of Pl is higher (~1000 to 1600 stems/ha), there are no tall Fd.  All are overtopped.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fdi-31a,07-09-2010,LDM,n/a,93F062,53.61797,-125.69922,Fdi,2+0 BR,1980,114,Knouff Lake,50.9833,-120.1167,1219,SBSdk,Dispersed tree plot,4,164,1031,2,1 but tree has a previous fork,Fdi,9.8,18.7,C,1,18,,,,,X,,,,will probably recover,60,40,L9216 to 9228 (27 and 28 = top kill),"tree 1 to 4 in open area (400 stems/ha), trees 5 to 7 = 1200 stems/ha overstory Pl and Fd with 400 1 to 3m tall Sx and Pl in the understory.",,Not a significant factor.,Frost caused mortality and top damage common.  Lot of bear claw marks on Fd but not Pl.,Overtopping Pl caused Fd suppression in some areas of the stand.,"Stand spaced.  In areas where density of Pl is higher (~1000 to 1600 stems/ha), there are no tall Fd.  All are overtopped.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fdi-31a,07-09-2010,LDM,n/a,93F062,53.61797,-125.69922,Fdi,2+0 BR,1980,114,Knouff Lake,50.9833,-120.1167,1219,SBSdk,Dispersed tree plot,4,164,1031,3,1 but tree has a previous fork,Fdi,9.5,18.4,C,1,18,,X,X,,,,,,"major fork, bear claw marks",60,40,L9216 to 9228 (27 and 28 = top kill),"tree 1 to 4 in open area (400 stems/ha), trees 5 to 7 = 1200 stems/ha overstory Pl and Fd with 400 1 to 3m tall Sx and Pl in the understory.",,Not a significant factor.,Frost caused mortality and top damage common.  Lot of bear claw marks on Fd but not Pl.,Overtopping Pl caused Fd suppression in some areas of the stand.,"Stand spaced.  In areas where density of Pl is higher (~1000 to 1600 stems/ha), there are no tall Fd.  All are overtopped.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fdi-31a,07-09-2010,LDM,n/a,93F062,53.61797,-125.69922,Fdi,2+0 BR,1980,114,Knouff Lake,50.9833,-120.1167,1219,SBSdk,Dispersed tree plot,4,164,1031,4,1 but tree has a previous fork,Fdi,9.8,15.3,C,1,16,,,X,,,,,,,60,40,L9216 to 9228 (27 and 28 = top kill),"tree 1 to 4 in open area (400 stems/ha), trees 5 to 7 = 1200 stems/ha overstory Pl and Fd with 400 1 to 3m tall Sx and Pl in the understory.",,Not a significant factor.,Frost caused mortality and top damage common.  Lot of bear claw marks on Fd but not Pl.,Overtopping Pl caused Fd suppression in some areas of the stand.,"Stand spaced.  In areas where density of Pl is higher (~1000 to 1600 stems/ha), there are no tall Fd.  All are overtopped.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fdi-31a,07-09-2010,LDM,n/a,93F062,53.61797,-125.69922,Fdi,2+0 BR,1980,114,Knouff Lake,50.9833,-120.1167,1219,SBSdk,Dispersed tree plot,4,164,1031,5,1 but tree has a previous fork,Fdi,2,1.2,S,1,6,,,,,,,,,,60,40,L9216 to 9228 (27 and 28 = top kill),"tree 1 to 4 in open area (400 stems/ha), trees 5 to 7 = 1200 stems/ha overstory Pl and Fd with 400 1 to 3m tall Sx and Pl in the understory.",,Not a significant factor.,Frost caused mortality and top damage common.  Lot of bear claw marks on Fd but not Pl.,Overtopping Pl caused Fd suppression in some areas of the stand.,"Stand spaced.  In areas where density of Pl is higher (~1000 to 1600 stems/ha), there are no tall Fd.  All are overtopped.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fdi-31a,07-09-2010,LDM,n/a,93F062,53.61797,-125.69922,Fdi,2+0 BR,1980,114,Knouff Lake,50.9833,-120.1167,1219,SBSdk,Dispersed tree plot,4,164,1031,6,1 but tree has a previous fork,Fdi,5.3,6.7,S,1,11,,,X,,,,,,,60,40,L9216 to 9228 (27 and 28 = top kill),"tree 1 to 4 in open area (400 stems/ha), trees 5 to 7 = 1200 stems/ha overstory Pl and Fd with 400 1 to 3m tall Sx and Pl in the understory.",,Not a significant factor.,Frost caused mortality and top damage common.  Lot of bear claw marks on Fd but not Pl.,Overtopping Pl caused Fd suppression in some areas of the stand.,"Stand spaced.  In areas where density of Pl is higher (~1000 to 1600 stems/ha), there are no tall Fd.  All are overtopped.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fdi-31a,07-09-2010,LDM,n/a,93F062,53.61797,-125.69922,Fdi,,,,,,,,SBSdk,Dispersed tree plot,4,164,1031,7,1 but tree has a previous fork,Pl,13.5,20.4,D,1,24,,,X,,,,DSG,,"branch, example tree",60,40,L9216 to 9228 (27 and 28 = top kill),"tree 1 to 4 in open area (400 stems/ha), trees 5 to 7 = 1200 stems/ha overstory Pl and Fd with 400 1 to 3m tall Sx and Pl in the understory.",,Not a significant factor.,Frost caused mortality and top damage common.  Lot of bear claw marks on Fd but not Pl.,Overtopping Pl caused Fd suppression in some areas of the stand.,"Stand spaced.  In areas where density of Pl is higher (~1000 to 1600 stems/ha), there are no tall Fd.  All are overtopped.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93K003-6(1),07-09-2010,LDM,n/a,93K003,54.03647,-125.43558,Fdi,Not recorded,"May, 1988",3821,Francois Lake,50,120,747,SBSdw3,Dispersed tree plot,20-Oct,310,840,1,2,Fdi,7.8,14.4,C,1,13,,,,,,,,,,70,30,L9233-9236,800 stems/ha Fd 5 - 8m tall + 400 to 600 Sx(Fd) 1 - 4m tall.,,Medium site.  Not frost prone although the NW aspect is not ideal.  Brush (Alnus) is moderate.,Some snow press.  Areas where top kill is more prevalent.,Not a significant adverse factor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93K003-6(1),07-09-2010,LDM,n/a,93K003,54.03647,-125.43558,Fdi,Not recorded,"May, 1988",3821,Francois Lake,50,120,747,SBSdw3,Dispersed tree plot,20-Oct,310,840,2,2,Fdi,8.3,12,C,1,12,,,,,,,,,,70,30,L9233-9236,800 stems/ha Fd 5 - 8m tall + 400 to 600 Sx(Fd) 1 - 4m tall.,,Medium site.  Not frost prone although the NW aspect is not ideal.  Brush (Alnus) is moderate.,Some snow press.  Areas where top kill is more prevalent.,Not a significant adverse factor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93K003-6(1),07-09-2010,LDM,n/a,93K003,54.03647,-125.43558,Fdi,Not recorded,"May, 1988",3821,Francois Lake,50,120,747,SBSdw3,Dispersed tree plot,20-Oct,310,840,3,2,Fdi,7.5,12.6,C,1,10,,,,,,,,,,70,30,L9233-9236,800 stems/ha Fd 5 - 8m tall + 400 to 600 Sx(Fd) 1 - 4m tall.,,Medium site.  Not frost prone although the NW aspect is not ideal.  Brush (Alnus) is moderate.,Some snow press.  Areas where top kill is more prevalent.,Not a significant adverse factor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93K003-6(1),07-09-2010,LDM,n/a,93K003,54.03647,-125.43558,Fdi,Not recorded,"May, 1988",3821,Francois Lake,50,120,747,SBSdw3,Dispersed tree plot,20-Oct,310,840,4,2,Fdi,5.4,7.3,I,1,8,,,,,,,,,,70,30,L9233-9236,800 stems/ha Fd 5 - 8m tall + 400 to 600 Sx(Fd) 1 - 4m tall.,,Medium site.  Not frost prone although the NW aspect is not ideal.  Brush (Alnus) is moderate.,Some snow press.  Areas where top kill is more prevalent.,Not a significant adverse factor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93K003-6(1),07-09-2010,LDM,n/a,93K003,54.03647,-125.43558,Fdi,Not recorded,"May, 1988",3821,Francois Lake,50,120,747,SBSdw3,Dispersed tree plot,20-Oct,310,840,5,2,Fdi,5.2,8.7,I,1,8,,,X,,,,,,,70,30,L9233-9236,800 stems/ha Fd 5 - 8m tall + 400 to 600 Sx(Fd) 1 - 4m tall.,,Medium site.  Not frost prone although the NW aspect is not ideal.  Brush (Alnus) is moderate.,Some snow press.  Areas where top kill is more prevalent.,Not a significant adverse factor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93K003-6(1),07-09-2010,LDM,n/a,93K003,54.03647,-125.43558,Fdi,Not recorded,"May, 1989",3821,Francois Lake,50,120,747,SBSdw3,Dispersed tree plot,20-Oct,310,840,6,2,Fdi,2.2,2.5,S,1,7,,,,,,,,,,70,30,L9233-9236,800 stems/ha Fd 5 - 8m tall + 400 to 600 Sx(Fd) 1 - 4m tall.,,Medium site.  Not frost prone although the NW aspect is not ideal.  Brush (Alnus) is moderate.,Some snow press.  Areas where top kill is more prevalent.,Not a significant adverse factor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93K003-6(1),07-09-2010,LDM,n/a,93K003,54.03647,-125.43558,Fdi,,,,,,,,SBSdw3,Dispersed tree plot,20-Oct,310,840,7,2,Pl,9.2,15.1,C,1,16,,,,,,,,,,70,30,L9233-9236,800 stems/ha Fd 5 - 8m tall + 400 to 600 Sx(Fd) 1 - 4m tall.,,Medium site.  Not frost prone although the NW aspect is not ideal.  Brush (Alnus) is moderate.,Some snow press.  Areas where top kill is more prevalent.,Not a significant adverse factor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93K003-6(2),10-09-2010,LDM,n/a,93K003,54.03941,-125.43305,Fdi,Not recorded,"May, 1988",3821,Francois Lake,50,120,747,SBSdw3,Dispersed tree plot,7,140,830,1,1,Fdi,6.1,7.2,I,1,11,,,,,,,,,,50,50,"L9237-40, 1 of leader, 1 of deformed stem",3000 stems/ha At8(6-10m tall)Fd2(2-7m tall).  ~600 Fd/ha,proportion of dom in At sections of stand is 10% only,Medium site.  Moderate brush which may have played a minor role in survival of planted Fd.,Frost a significant issue in open and an important factor even under At.  ,Competition a serious problem regarding growth but may have some effect on survival.,Area has some At patches.  Fd survival and incidence of frost damage lower when overtopped by At.  Growth generally poorer however.  Survival overall within plantation was poor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93K003-6(2),10-09-2010,LDM,n/a,93K003,54.03941,-125.43305,Fdi,Not recorded,"May, 1988",3821,Francois Lake,50,120,747,SBSdw3,Dispersed tree plot,7,140,830,2,1,Fdi,3.6,3.2,S,1,8,,,,,,,,,"minor fork, recovered",50,50,"L9237-40, 1 of leader, 1 of deformed stem",3000 stems/ha At8(6-10m tall)Fd2(2-7m tall).  ~600 Fd/ha,proportion of dom in At sections of stand is 10% only,Medium site.  Moderate brush which may have played a minor role in survival of planted Fd.,Frost a significant issue in open and an important factor even under At.  ,Competition a serious problem regarding growth but may have some effect on survival.,Area has some At patches.  Fd survival and incidence of frost damage lower when overtopped by At.  Growth generally poorer however.  Survival overall within plantation was poor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93K003-6(2),10-09-2010,LDM,n/a,93K003,54.03941,-125.43305,Fdi,Not recorded,"May, 1988",3821,Francois Lake,50,120,747,SBSdw3,Dispersed tree plot,7,140,830,3,1,Fdi,4.9,5.8,S,1,10,,,,,,,,,,50,50,"L9237-40, 1 of leader, 1 of deformed stem",3000 stems/ha At8(6-10m tall)Fd2(2-7m tall).  ~600 Fd/ha,proportion of dom in At sections of stand is 10% only,Medium site.  Moderate brush which may have played a minor role in survival of planted Fd.,Frost a significant issue in open and an important factor even under At.  ,Competition a serious problem regarding growth but may have some effect on survival.,Area has some At patches.  Fd survival and incidence of frost damage lower when overtopped by At.  Growth generally poorer however.  Survival overall within plantation was poor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93K003-6(2),10-09-2010,LDM,n/a,93K003,54.03941,-125.43305,Fdi,Not recorded,"May, 1988",3821,Francois Lake,50,120,747,SBSdw3,Dispersed tree plot,7,140,830,4,1,Fdi,1.9,1.3,S,1,7,,,,,,X,,,,50,50,"L9237-40, 1 of leader, 1 of deformed stem",3000 stems/ha At8(6-10m tall)Fd2(2-7m tall).  ~600 Fd/ha,proportion of dom in At sections of stand is 10% only,Medium site.  Moderate brush which may have played a minor role in survival of planted Fd.,Frost a significant issue in open and an important factor even under At.  ,Competition a serious problem regarding growth but may have some effect on survival.,Area has some At patches.  Fd survival and incidence of frost damage lower when overtopped by At.  Growth generally poorer however.  Survival overall within plantation was poor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93K003-6(2),10-09-2010,LDM,n/a,93K003,54.03941,-125.43305,Fdi,Not recorded,"May, 1988",3821,Francois Lake,50,120,747,SBSdw3,Dispersed tree plot,7,140,830,5,1,Fdi,3.2,2.8,S,1,8,,,,,,X,,,"minor fork, recovered",50,50,"L9237-40, 1 of leader, 1 of deformed stem",3000 stems/ha At8(6-10m tall)Fd2(2-7m tall).  ~600 Fd/ha,proportion of dom in At sections of stand is 10% only,Medium site.  Moderate brush which may have played a minor role in survival of planted Fd.,Frost a significant issue in open and an important factor even under At.  ,Competition a serious problem regarding growth but may have some effect on survival.,Area has some At patches.  Fd survival and incidence of frost damage lower when overtopped by At.  Growth generally poorer however.  Survival overall within plantation was poor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93K003-6(2),10-09-2010,LDM,n/a,93K003,54.03941,-125.43305,Fdi,Not recorded,"May, 1988",3821,Francois Lake,50,120,747,SBSdw3,Dispersed tree plot,7,140,830,6,1,Fdi,3.5,3.9,S,1,8,,,X,,,,,,will probably recover,50,50,"L9237-40, 1 of leader, 1 of deformed stem",3000 stems/ha At8(6-10m tall)Fd2(2-7m tall).  ~600 Fd/ha,proportion of dom in At sections of stand is 10% only,Medium site.  Moderate brush which may have played a minor role in survival of planted Fd.,Frost a significant issue in open and an important factor even under At.  ,Competition a serious problem regarding growth but may have some effect on survival.,Area has some At patches.  Fd survival and incidence of frost damage lower when overtopped by At.  Growth generally poorer however.  Survival overall within plantation was poor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93K003-6(2),10-09-2010,LDM,n/a,93K003,54.03941,-125.43305,Fdi,Not recorded,"May, 1988",3821,Francois Lake,50,120,747,SBSdw3,Dispersed tree plot,7,140,830,7,1,Fdi,5.9,8,S,1,11,,,,,,,,,,50,50,"L9237-40, 1 of leader, 1 of deformed stem",3000 stems/ha At8(6-10m tall)Fd2(2-7m tall).  ~600 Fd/ha,proportion of dom in At sections of stand is 10% only,Medium site.  Moderate brush which may have played a minor role in survival of planted Fd.,Frost a significant issue in open and an important factor even under At.  ,Competition a serious problem regarding growth but may have some effect on survival.,Area has some At patches.  Fd survival and incidence of frost damage lower when overtopped by At.  Growth generally poorer however.  Survival overall within plantation was poor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93K003-6(2),10-09-2010,LDM,n/a,93K003,54.03941,-125.43305,Fdi,,,,,,,,SBSdw3,Dispersed tree plot,7,140,830,8,1,At,10.1,9.9,C,1,13,,,,,,,,,example tree,50,50,"L9237-40, 1 of leader, 1 of deformed stem",3000 stems/ha At8(6-10m tall)Fd2(2-7m tall).  ~600 Fd/ha,proportion of dom in At sections of stand is 10% only,Medium site.  Moderate brush which may have played a minor role in survival of planted Fd.,Frost a significant issue in open and an important factor even under At.  ,Competition a serious problem regarding growth but may have some effect on survival.,Area has some At patches.  Fd survival and incidence of frost damage lower when overtopped by At.  Growth generally poorer however.  Survival overall within plantation was poor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93K003-20(1),09-09-2010,LDM,4,93K003,54.04188,-125.50333,Fdi,Not recorded,"June, 1988",3821,Francois Lake,50,120,747,SBSdk,transitional to mc2,35,30,805,1,3,Fdi,9,13,C,6,14,,,,,,,,,,100,0,"L9241-44, 41=site tree","in addition to the trees in the prism sweep, there were ~1800 stems/ha Sx9Bl1 1-2m tal, 0-2.5 cm dbh understory seedlings",,"Good site.  Brush moderately heavy in openings (Rupa, Alvi, herbs).  Good growth.  Fd leaders 30-40 cm.  ",Good survival at plot and low incidence of frost damage (although not absent).,Fd above Alvi and so not a significant factor at this point although brush could have been a factor in early survival.,"Surprisingly good survival on this brushy, north facing slope.  Area was broadcast burned and this may have contributed to better initial survival.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93K003-20(1),09-09-2010,LDM,4,93K003,54.04188,-125.50333,Fdi,Not recorded,"June, 1988",3821,Francois Lake,50,120,747,SBSdk,transitional to mc2,35,30,805,2,3,Fdi,7.5,9.1,C,6,13,,,,,,,,,,100,0,"L9241-44, 41=site tree","in addition to the trees in the prism sweep, there were ~1800 stems/ha Sx9Bl1 1-2m tal, 0-2.5 cm dbh understory seedlings",,"Good site.  Brush moderately heavy in openings (Rupa, Alvi, herbs).  Good growth.  Fd leaders 30-40 cm.  ",Good survival at plot and low incidence of frost damage (although not absent).,Fd above Alvi and so not a significant factor at this point although brush could have been a factor in early survival.,"Surprisingly good survival on this brushy, north facing slope.  Area was broadcast burned and this may have contributed to better initial survival.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
